# LAMMPS data file written by OVITO Basic 3.14.1

3392 atoms
3072 bonds
7 atom types
1 bond types

51.664 0.0 0.0 avec
0.0 51.664 0.0 bvec
0.0 0.0 51.664 cvec
0.0 0.0 0.0 abc origin

Atom Type Labels

1 _Zn1
2 _O1
3 _O2
4 _C1
5 _C2
6 _C3
7 _H1

Bond Type Labels

1 Type_1

Masses

1 65.38  # Zn1
2 15.9994  # O1
3 15.9994  # O2
4 12.0107  # C1
5 12.0107  # C2
6 12.0107  # C3
7 1.00794  # H1

Atoms  # full

1 1 1 0.0 7.5791088 5.3368912 5.3368912
2 1 1 0.0 20.4951088 7.5791088 5.3368912
3 1 1 0.0 18.2528912 20.4951088 5.3368912
4 1 1 0.0 5.3368912 18.2528912 5.3368912
5 1 1 0.0 7.5791088 20.4951088 20.4951088
6 1 1 0.0 20.4951088 18.2528912 20.4951088
7 1 1 0.0 18.2528912 5.3368912 20.4951088
8 1 1 0.0 5.3368912 7.5791088 20.4951088
9 1 1 0.0 5.3368912 7.5791088 5.3368912
10 1 1 0.0 5.3368912 20.4951088 7.5791088
11 1 1 0.0 5.3368912 18.2528912 20.4951088
12 1 1 0.0 5.3368912 5.3368912 18.2528912
13 1 1 0.0 20.4951088 7.5791088 20.4951088
14 1 1 0.0 20.4951088 20.4951088 18.2528912
15 1 1 0.0 20.4951088 18.2528912 5.3368912
16 1 1 0.0 20.4951088 5.3368912 7.5791088
17 1 1 0.0 18.2528912 5.3368912 5.3368912
18 1 1 0.0 5.3368912 5.3368912 7.5791088
19 1 1 0.0 7.5791088 5.3368912 20.4951088
20 1 1 0.0 20.4951088 5.3368912 18.2528912
21 1 1 0.0 18.2528912 20.4951088 20.4951088
22 1 1 0.0 5.3368912 20.4951088 18.2528912
23 1 1 0.0 7.5791088 20.4951088 5.3368912
24 1 1 0.0 20.4951088 20.4951088 7.5791088
25 1 1 0.0 7.5791088 18.2528912 18.2528912
26 1 1 0.0 18.2528912 7.5791088 18.2528912
27 1 1 0.0 7.5791088 7.5791088 7.5791088
28 1 1 0.0 18.2528912 18.2528912 7.5791088
29 1 1 0.0 18.2528912 18.2528912 18.2528912
30 1 1 0.0 7.5791088 18.2528912 7.5791088
31 1 1 0.0 18.2528912 7.5791088 7.5791088
32 1 1 0.0 7.5791088 7.5791088 18.2528912
33 1 2 0.0 6.458 6.458 6.458
34 1 2 0.0 19.374 6.458 6.458
35 1 2 0.0 19.374 19.374 6.458
36 1 2 0.0 6.458 19.374 6.458
37 1 2 0.0 6.458 19.374 19.374
38 1 2 0.0 19.374 19.374 19.374
39 1 2 0.0 19.374 6.458 19.374
40 1 2 0.0 6.458 6.458 19.374
41 1 3 0.0 7.2820408 5.6339592 3.461488
42 1 3 0.0 20.1980408 7.2820408 3.461488
43 1 3 0.0 18.5499592 20.1980408 3.461488
44 1 3 0.0 5.6339592 18.5499592 3.461488
45 1 3 0.0 7.2820408 20.1980408 22.370512
46 1 3 0.0 20.1980408 18.5499592 22.370512
47 1 3 0.0 18.5499592 5.6339592 22.370512
48 1 3 0.0 5.6339592 7.2820408 22.370512
49 1 3 0.0 3.461488 7.2820408 5.6339592
50 1 3 0.0 3.461488 20.1980408 7.2820408
51 1 3 0.0 3.461488 18.5499592 20.1980408
52 1 3 0.0 3.461488 5.6339592 18.5499592
53 1 3 0.0 22.370512 7.2820408 20.1980408
54 1 3 0.0 22.370512 20.1980408 18.5499592
55 1 3 0.0 22.370512 18.5499592 5.6339592
56 1 3 0.0 22.370512 5.6339592 7.2820408
57 1 3 0.0 18.5499592 3.461488 5.6339592
58 1 3 0.0 5.6339592 3.461488 7.2820408
59 1 3 0.0 7.2820408 3.461488 20.1980408
60 1 3 0.0 20.1980408 3.461488 18.5499592
61 1 3 0.0 18.5499592 22.370512 20.1980408
62 1 3 0.0 5.6339592 22.370512 18.5499592
63 1 3 0.0 7.2820408 22.370512 5.6339592
64 1 3 0.0 20.1980408 22.370512 7.2820408
65 1 3 0.0 18.5499592 20.1980408 22.370512
66 1 3 0.0 5.6339592 18.5499592 22.370512
67 1 3 0.0 7.2820408 5.6339592 22.370512
68 1 3 0.0 20.1980408 7.2820408 22.370512
69 1 3 0.0 18.5499592 5.6339592 3.461488
70 1 3 0.0 5.6339592 7.2820408 3.461488
71 1 3 0.0 7.2820408 20.1980408 3.461488
72 1 3 0.0 20.1980408 18.5499592 3.461488
73 1 3 0.0 22.370512 18.5499592 20.1980408
74 1 3 0.0 22.370512 5.6339592 18.5499592
75 1 3 0.0 22.370512 7.2820408 5.6339592
76 1 3 0.0 22.370512 20.1980408 7.2820408
77 1 3 0.0 3.461488 18.5499592 5.6339592
78 1 3 0.0 3.461488 5.6339592 7.2820408
79 1 3 0.0 3.461488 7.2820408 20.1980408
80 1 3 0.0 3.461488 20.1980408 18.5499592
81 1 3 0.0 7.2820408 22.370512 20.1980408
82 1 3 0.0 20.1980408 22.370512 18.5499592
83 1 3 0.0 18.5499592 22.370512 5.6339592
84 1 3 0.0 5.6339592 22.370512 7.2820408
85 1 3 0.0 7.2820408 3.461488 5.6339592
86 1 3 0.0 20.1980408 3.461488 7.2820408
87 1 3 0.0 18.5499592 3.461488 20.1980408
88 1 3 0.0 5.6339592 3.461488 18.5499592
89 1 3 0.0 7.2820408 18.5499592 16.377488
90 1 3 0.0 20.1980408 20.1980408 16.377488
91 1 3 0.0 18.5499592 7.2820408 16.377488
92 1 3 0.0 5.6339592 5.6339592 16.377488
93 1 3 0.0 7.2820408 7.2820408 9.454512
94 1 3 0.0 20.1980408 5.6339592 9.454512
95 1 3 0.0 18.5499592 18.5499592 9.454512
96 1 3 0.0 5.6339592 20.1980408 9.454512
97 1 3 0.0 18.5499592 16.377488 18.5499592
98 1 3 0.0 5.6339592 16.377488 20.1980408
99 1 3 0.0 7.2820408 16.377488 7.2820408
100 1 3 0.0 20.1980408 16.377488 5.6339592
101 1 3 0.0 18.5499592 9.454512 7.2820408
102 1 3 0.0 5.6339592 9.454512 5.6339592
103 1 3 0.0 7.2820408 9.454512 18.5499592
104 1 3 0.0 20.1980408 9.454512 20.1980408
105 1 3 0.0 18.5499592 7.2820408 9.454512
106 1 3 0.0 5.6339592 5.6339592 9.454512
107 1 3 0.0 7.2820408 18.5499592 9.454512
108 1 3 0.0 20.1980408 20.1980408 9.454512
109 1 3 0.0 18.5499592 18.5499592 16.377488
110 1 3 0.0 5.6339592 20.1980408 16.377488
111 1 3 0.0 7.2820408 7.2820408 16.377488
112 1 3 0.0 20.1980408 5.6339592 16.377488
113 1 3 0.0 7.2820408 9.454512 7.2820408
114 1 3 0.0 20.1980408 9.454512 5.6339592
115 1 3 0.0 18.5499592 9.454512 18.5499592
116 1 3 0.0 5.6339592 9.454512 20.1980408
117 1 3 0.0 7.2820408 16.377488 18.5499592
118 1 3 0.0 20.1980408 16.377488 20.1980408
119 1 3 0.0 18.5499592 16.377488 7.2820408
120 1 3 0.0 5.6339592 16.377488 5.6339592
121 1 3 0.0 16.377488 7.2820408 18.5499592
122 1 3 0.0 16.377488 20.1980408 20.1980408
123 1 3 0.0 16.377488 18.5499592 7.2820408
